index, job_title, salary_estimate, job_description, rating, company_name, location, size, founded, type_of_ownership, industry, sector, revenue, skills, company_age
NA,Data Engineering & Analytics Team Leader,$30K - $55K (Employer est.),NA,4.3,Cru,"Orlando, FL",5001 to 10000 Employees,1951,Nonprofit Organization,Religious Institutions,Nonprofit & NGO,$100 to $500 million (USD),"They will utilize the best in class ETL/ELT tools to develop and manage data pipelines to integrate data from multiple sources for the organization’s enterprise……
Skills: CI/CD, Computer science, Oracle, Business intelligence, Data structures",NA
NA,Financial Risk Analyst,$59K - $66K (Employer est.),NA,4.9,Vervent Inc,United States,501 to 1000 Employees,1986,Company - Private,Banking & Lending,Financial Services,Unknown / Non-Applicable,"This position requires the ability to operate a keyboard, computer mouse, telephone, fax, copier, writing tools, and other standard office equipment.…
Skills: Power BI, Microsoft Excel, Business intelligence, SAS, R",NA
NA,Data Scientist (U.S. Customs and Border Protection),$49.20 - $71.34 Per Hour (Employer est.),NA,4.1,Logistics Management Institute,Remote,1001 to 5000 Employees,1961,Company - Private,Business Consulting,Management & Consulting,$100 to $500 million (USD),"Bachelor’s degree in data science, mathematics, statistics, economics, computer science, engineering, or a related business or quantitative discipline.…
Skills: Microsoft Powerpoint, Microsoft Word, Power BI, Microsoft Excel, Azure",NA
NA,Model Analysis Validation Officer,$170K - $235K (Employer est.),NA,3.1,Citi,"Irving, TX",10000+ Employees,1812,Company - Public,Investment & Asset Management,Financial Services,$10+ billion (USD),"Three (3) years of experience must include: Working with predictive modeling techniques including models for binary outcome, decision trees, linear regression,……
Skills: Statistical software, Oracle, Data mining, SAS, R",NA
NA,BI Developer,$88K (Employer est.),NA,3.8,HCA Healthcare,"Fort Lauderdale, FL",10000+ Employees,1968,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Aggregate business intelligence data from available industry reports, public information, field reports, purchased sources, and available repositories.…
Skills: Power BI, Data modeling, Oracle, Data analysis skills, Microsoft SQL Server",NA
NA,AI Data Engineer II,$83K - $132K (Glassdoor est.),NA,4.4,ICON,"Austin, TX",10000+ Employees,1990,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$1 to $5 billion (USD),"Degree in Computer Science, related technical field or similar experience. Design workflows, tools, and services for managing large datasets.…
Skills: CI/CD, Computer science, AWS, Machine learning, Cloud development",NA
NA,Data Analyst II - Walmart Data Ventures,$88K - $173K (Employer est.),NA,3.1,Walmart,"Bentonville, AR",10000+ Employees,1962,Company - Public,General Merchandise & Superstores,Retail & Wholesale,$10+ billion (USD),"Data science, data analysis, statistics, or related field, Master's degree in Business, Computer Science, Engineering, Statistics, Economics, Analytics,……
Skills: Statistics, Power BI, Data modeling, Oracle, Data mining",NA
NA,Principal Data Engineering Manager,$118K - $268K (Employer est.),NA,3.6,Microsoft,"Redmond, WA",10000+ Employees,1975,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"Bachelor's Degree in Computer Science, Math, Software Engineering, Computer Engineering, or related field AND 6+ years experience in business analytics, data……
Skills: Data modeling, Management, Business intelligence, Data analysis skills, Analysis skills",NA
NA,Data Analyst,$82K - $125K (Glassdoor est.),NA,3.5,"Modern Technology Solutions, Inc.","Beavercreek, OH",1001 to 5000 Employees,1993,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"B.S. degree in computer science, mathematics, or related field. Desired M.S. degree in computer science, mathematics, or related field.…
Skills: MATLAB, R, Data analysis skills, Microsoft Office, Software development",NA
NA,"Director, Data Science - D/Cipher",$149K - $223K (Glassdoor est.),NA,3.7,Management Advisor,Remote,1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Excellent ability to communicate results and progress to non-technical and technical audiences. PhD or Master’s degree in Computer Science, Mathematics,……
Skills: Machine learning, A/B testing, Data science, Leadership, Communication skills",NA
NA,Applied Research Scientist,$95K - $129K (Employer est.),NA,3.8,"Advanced Micro Devices, Inc","Bellevue, WA",10000+ Employees,1969,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"A PhD or master’s degree or equivalent in machine learning, computer science, artificial intelligence, or a related field. If so, this role is for you.…
Skills: TensorFlow, Machine learning, AI, Communication skills, Python",NA
NA,Data Scientist,$111K - $190K (Employer est.),NA,3.7,SOSi,"Reston, VA",1001 to 5000 Employees,1989,Company - Private,Aerospace & Defense,Aerospace & Defense,$100 to $500 million (USD),"In this role, you will conduct sophisticated data analytics, data mining, exploratory analysis, predictive analysis, and statistical analysis.…
Skills: TensorFlow, CI/CD, Statistics, Data mining, Kubernetes",NA
NA,Senior Data Engineer,$131K - $196K (Employer est.),NA,3.8,Brain Corp,"San Diego, CA",201 to 500 Employees,2009,Company - Private,Computer Hardware Development,Information Technology,Unknown / Non-Applicable,"The Senior Data Engineer will have a strong foundation in computer science or software engineering, supplemented but significant experience in data storage and……
Skills: Computer science, Power BI, Data modeling, Go, Kubernetes",NA
NA,Cryptanalytic Computer Scientist 2,$117K - $176K (Employer est.),NA,3.6,RealmOne,Maryland,51 to 200 Employees,--,Company - Private,Information Technology Support Services,Information Technology,$5 to $25 million (USD),"Relevant experience must be in a computer science area (i.e., theoretical or applied), designing/developing/using/evaluating mathematic models, methods, and/or……
Skills: Computer science, Kubernetes, Calculus, Data analysis skills, Statistical analysis",NA
NA,Data Scientist/Developer,$76K - $172K (Employer est.),NA,3.1,Na Oiwi Kane,"Silver Spring, MD",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Interest in cloud-based data science tools a plus. Work with application developers to create data science products and solutions to meet functional user and……
Skills: Data mining, C#, Microsoft SQL Server, Tableau, .NET",NA
NA,Data Scientist - Consumer Analytics Next Best Actions (NBA) Team,$68K - $108K (Glassdoor est.),NA,3.6,CVS Health,"New York, NY",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"This is a hands-on data scientist role, with combination of data engineering experience, experiment design, and data analysis (technical coding, including using……
Skills: Data analysis skills, SQL, Statistical analysis, AWS, Analysis skills",NA
NA,AI Integration Specialist,$106K - $167K (Glassdoor est.),NA,4.2,United Placement Group,"Bradenton, FL",1 to 50 Employees,--,Company - Private,--,--,Unknown / Non-Applicable,"Design and implement autonomous AI agents to optimize our operational infrastructure. Experience with containerization technologies like Docker for deploying……
Skills: Live chat, TensorFlow, Management, Software deployment, Git",NA
NA,Data & Reporting Specialist - Outpatient Psychiatry - Full Time/Days,$52K - $89K (Employer est.),NA,3.5,Mount Sinai,United States,10000+ Employees,2013,Hospital,Health Care Services & Hospitals,Healthcare,$1 to $5 billion (USD),"1.Works directly with Operations Manager on in-clinic quality improvement studies and initiatives, which include developing and designing studies, creating data……
Skills: Medicare, Statistical analysis, Patient care, Computer skills, Data collection",NA
NA,Director Analytics,$17.00 Per Hour (Employer est.),NA,3.8,Dignity Health Management Services,"Phoenix, AZ",10000+ Employees,--,Nonprofit Organization,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Helps develop and revise gain-sharing and risk-sharing methodologies based on operational needs and available data.…
Skills: Power BI, Tableau, SQL, Supervising experience, Accounting",NA
NA,"Senior Director, Data Engineering",$156K - $312K (Employer est.),NA,3.8,Major League Soccer,United States,201 to 500 Employees,--,Company - Private,Sports & Recreation,"Arts, Entertainment & Recreation",$5 to $25 million (USD),"Bachelor’s Degree in computer science or related field required. The Senior Director will be responsible for managing and leading a world class team of……
Skills: Computer science, Management, Software deployment, NoSQL, Project management",NA
NA,Software Development Engineer (Machine Learning),$165K - $275K (Employer est.),NA,3.5,Amazon.com Services LLC,"Bellevue, WA",10000+ Employees,1994,Company - Public,Internet & Web Services,Information Technology,$10+ billion (USD),"Previous technical internship(s), if applicable. Ability to effectively articulate technical challenges and solutions.…
Skills: TensorFlow, Computer vision, Relational databases, Big data, C#",NA
NA,Scientist - Cheminformatics (Machine Learning/AI),$118K - $268K (Employer est.),NA,3.8,Bristol-Myers Squibb,"Princeton, NJ",10000+ Employees,1858,Company - Public,Biotech & Pharmaceuticals,Pharmaceutical & Biotechnology,$10+ billion (USD),"For field-based and remote-by-design roles the ability to physically travel to visit customers, patients or business partners and to attend meetings on behalf……
Skills: TensorFlow, R, C++, C, Machine learning",NA
NA,Senior Data Scientist - Remote,$47K - $74K (Glassdoor est.),NA,3.6,Optum,"Colorado Springs, CO",10000+ Employees,--,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Sr. Data Scientist in this role will lead development and implementation of predictive models and data science solutions; apply data transformations to support……
Skills: Azure, SQL, Machine learning, Natural language processing, Regression analysis",NA
NA,"Senior Manager, Data Science - Consumer Engagement Analytics",$109K - $160K (Glassdoor est.),NA,4.2,CVS Health,"Woonsocket, RI",10000+ Employees,1963,Company - Public,Health Care Services & Hospitals,Healthcare,$10+ billion (USD),"Bachelor's degree in business or quantitative field, or an equivalent combination of formal education and experience. Strong proficiency coding in SQL/Python.…
Skills: Microsoft Powerpoint, Microsoft Word, Statistics, Microsoft Excel, Git",NA
NA,Senior Solutions Engineer,$143K - $208K (Employer est.),NA,3.7,Twilio,Oregon,5001 to 10000 Employees,2008,Company - Public,Internet & Web Services,Information Technology,$1 to $5 billion (USD),"Lead technical evaluations with our prospects to uncover their goals and technical pain, in order to design, demonstrate and present innovative solutions that……
Skills: Data modeling, Cloud infrastructure, Azure, Mobile applications, AWS",NA
NA,"Engineering Project Manager, Ai & Data Platforms",$127K - $177K (Glassdoor est.),NA,3.6,Apple,"Austin, TX",10000+ Employees,1976,Company - Public,Computer Hardware Development,Information Technology,$10+ billion (USD),"From Apple Pay to the Apple website to our data centers around the globe, you’ll help design and manage the massive systems that countless employees and……
Skills: Business intelligence, Waterfall, Project management, Communication skills, Analytics",NA
NA,"Vice President, Data Engineering",$141K - $212K (Employer est.),NA,4.1,AccelerEd,"Bethesda, MD",51 to 200 Employees,2017,Company - Private,Information Technology Support Services,Information Technology,Unknown / Non-Applicable,"Provide thought leadership around implementation solutions and controls to enable data privacy, compliance, and security as required by state laws and mandates.…
Skills: Management, Talent management, Alteryx, E-commerce, Tableau",NA
